"","county","cluster_id","surv_year","month","species","n_traps","total_pools","positive_pools","total_mos_tested","WNV_MIR"
"38","Butte",10010,2015,6,"Cx pipiens",1,2,0,74,0
"39","Butte",10010,2015,7,"Cx pipiens",1,2,1,100,10
"40","Butte",10010,2015,8,"Cx pipiens",1,1,0,22,0
"41","Butte",10010,2015,10,"Cx pipiens",1,1,0,50,0
"42","Butte",10010,2016,6,"Cx pipiens",2,2,0,52,0
"43","Butte",10010,2016,10,"Cx pipiens",2,6,0,300,0
"44","Butte",10010,2018,6,"Cx pipiens",1,1,0,50,0
"45","Butte",10010,2018,9,"Cx pipiens",1,1,0,28,0
"46","Butte",10010,2019,6,"Cx pipiens",1,1,0,50,0
"47","Butte",10010,2023,6,"Cx pipiens",1,1,0,25,0
"48","Butte",10011,2013,8,"Cx pipiens",1,1,0,36,0
"49","Butte",10011,2014,9,"Cx pipiens",1,1,0,50,0
"50","Butte",10011,2015,7,"Cx pipiens",1,1,1,50,20
"51","Butte",10012,2005,10,"Cx pipiens",1,1,0,12,0
"52","Butte",10012,2011,10,"Cx pipiens",1,1,0,50,0
"53","Butte",10017,2005,9,"Cx pipiens",1,6,0,281,0
"54","Butte",10017,2007,9,"Cx pipiens",1,1,0,30,0
"55","Butte",10017,2008,8,"Cx pipiens",2,2,0,28,0
"56","Butte",10017,2009,5,"Cx pipiens",1,2,0,22,0
"57","Butte",10017,2009,6,"Cx pipiens",1,3,0,132,0
"58","Butte",10017,2009,9,"Cx pipiens",1,1,0,25,0
"59","Butte",10017,2010,7,"Cx pipiens",1,3,0,140,0
"60","Butte",10017,2011,7,"Cx pipiens",1,3,0,150,0
"61","Butte",10017,2011,9,"Cx pipiens",2,6,0,255,0
"62","Butte",10017,2011,10,"Cx pipiens",1,2,0,100,0
"63","Butte",10017,2012,6,"Cx pipiens",1,1,0,50,0
"64","Butte",10017,2012,7,"Cx pipiens",1,8,0,400,0
"65","Butte",10017,2012,8,"Cx pipiens",1,3,0,134,0
"66","Butte",10017,2013,8,"Cx pipiens",1,2,2,100,20
"67","Butte",10017,2013,9,"Cx pipiens",1,2,0,100,0
"68","Butte",10017,2013,10,"Cx pipiens",1,4,0,200,0
"69","Butte",10017,2014,5,"Cx pipiens",1,5,0,250,0
"70","Butte",10017,2014,6,"Cx pipiens",1,3,0,150,0
"71","Butte",10017,2014,7,"Cx pipiens",1,4,1,200,5
"72","Butte",10017,2014,9,"Cx pipiens",1,10,0,500,0
"73","Butte",10017,2015,5,"Cx pipiens",1,4,0,200,0
"74","Butte",10017,2015,6,"Cx pipiens",1,2,0,100,0
"75","Butte",10017,2015,8,"Cx pipiens",1,2,0,66,0
"76","Butte",10017,2015,9,"Cx pipiens",1,2,0,100,0
"77","Butte",10017,2016,6,"Cx pipiens",1,1,0,45,0
"78","Butte",10017,2016,7,"Cx pipiens",1,3,0,138,0
"79","Butte",10017,2016,8,"Cx pipiens",1,2,0,90,0
"80","Butte",10017,2016,9,"Cx pipiens",1,3,0,150,0
"81","Butte",10017,2016,10,"Cx pipiens",1,1,0,37,0
"82","Butte",10017,2017,6,"Cx pipiens",1,2,0,80,0
"83","Butte",10017,2017,8,"Cx pipiens",1,2,0,62,0
"84","Butte",10017,2017,9,"Cx pipiens",1,1,0,32,0
"85","Butte",10017,2018,7,"Cx pipiens",1,4,2,185,10.8108108108108
"86","Butte",10017,2018,9,"Cx pipiens",1,1,0,45,0
"87","Butte",10017,2019,7,"Cx pipiens",1,4,0,200,0
"88","Butte",10017,2019,8,"Cx pipiens",1,3,1,150,6.66666666666667
"89","Butte",10017,2020,6,"Cx pipiens",1,3,0,150,0
"90","Butte",10017,2020,7,"Cx pipiens",1,3,0,150,0
"91","Butte",10017,2020,8,"Cx pipiens",1,1,0,50,0
"92","Butte",10017,2020,9,"Cx pipiens",1,2,0,77,0
"93","Butte",10017,2020,10,"Cx pipiens",1,1,0,31,0
"94","Butte",10017,2021,7,"Cx pipiens",1,4,0,200,0
"95","Butte",10017,2021,8,"Cx pipiens",1,5,1,223,4.48430493273543
"96","Butte",10017,2021,9,"Cx pipiens",1,2,0,88,0
"97","Butte",10017,2022,5,"Cx pipiens",1,1,0,19,0
"98","Butte",10017,2022,6,"Cx pipiens",1,1,0,44,0
"99","Butte",10017,2022,7,"Cx pipiens",1,3,0,150,0
"100","Butte",10017,2022,8,"Cx pipiens",1,2,0,62,0
"101","Butte",10017,2022,9,"Cx pipiens",1,1,0,24,0
"102","Butte",10017,2023,5,"Cx pipiens",1,1,0,9,0
"103","Butte",10017,2023,7,"Cx pipiens",1,4,0,155,0
"104","Butte",10017,2023,8,"Cx pipiens",1,3,1,135,7.40740740740741
"105","Butte",10017,2023,9,"Cx pipiens",1,2,0,100,0
"106","Butte",10018,2007,9,"Cx pipiens",1,1,0,16,0
"107","Butte",10019,2013,9,"Cx pipiens",1,1,0,50,0
"108","Butte",10019,2014,9,"Cx pipiens",1,1,0,40,0
"109","Butte",10019,2016,8,"Cx pipiens",1,1,0,28,0
"110","Butte",10020,2013,9,"Cx pipiens",1,1,0,32,0
"111","Butte",10020,2014,9,"Cx pipiens",1,1,0,38,0
"112","Butte",10020,2015,6,"Cx pipiens",1,1,0,50,0
"113","Butte",10020,2017,6,"Cx pipiens",1,2,0,89,0
"114","Butte",10020,2018,6,"Cx pipiens",1,1,0,32,0
"115","Butte",10021,2018,6,"Cx pipiens",1,1,0,29,0
"116","Butte",10021,2018,7,"Cx pipiens",3,4,0,193,0
"117","Butte",10021,2018,8,"Cx pipiens",2,2,0,55,0
"118","Butte",10021,2019,7,"Cx pipiens",1,1,0,40,0
"119","Butte",10021,2020,7,"Cx pipiens",1,1,0,50,0
"120","Butte",10021,2020,9,"Cx pipiens",2,2,0,90,0
"121","Butte",10021,2021,7,"Cx pipiens",1,1,0,50,0
"122","Butte",10021,2023,5,"Cx pipiens",1,1,0,7,0
"123","Butte",10021,2023,6,"Cx pipiens",1,1,0,18,0
"124","Butte",10021,2023,7,"Cx pipiens",1,2,0,43,0
"125","Butte",10021,2023,8,"Cx pipiens",1,1,0,8,0
"126","Butte",10021,2023,9,"Cx pipiens",1,1,0,10,0
"127","Butte",10022,2013,9,"Cx pipiens",1,1,0,50,0
"128","Butte",10027,2013,9,"Cx pipiens",1,1,0,27,0
"129","Butte",10027,2015,6,"Cx pipiens",1,1,0,50,0
"130","Butte",10027,2017,8,"Cx pipiens",1,1,0,34,0
"131","Butte",10028,2005,9,"Cx pipiens",1,1,0,5,0
"132","Butte",10028,2007,7,"Cx pipiens",1,1,0,13,0
"133","Butte",10028,2007,8,"Cx pipiens",1,1,0,5,0
"134","Butte",10028,2008,7,"Cx pipiens",1,2,0,60,0
"135","Butte",10028,2008,8,"Cx pipiens",1,2,0,24,0
"136","Butte",10028,2009,5,"Cx pipiens",1,1,0,21,0
"137","Butte",10028,2009,6,"Cx pipiens",1,1,0,35,0
"138","Butte",10028,2009,7,"Cx pipiens",2,3,0,93,0
"139","Butte",10028,2009,8,"Cx pipiens",1,2,0,74,0
"140","Butte",10028,2010,7,"Cx pipiens",2,2,0,36,0
"141","Butte",10028,2011,7,"Cx pipiens",2,3,0,100,0
"142","Butte",10028,2012,7,"Cx pipiens",1,2,0,100,0
"143","Butte",10028,2012,9,"Cx pipiens",1,3,0,124,0
"144","Butte",10028,2013,8,"Cx pipiens",1,1,0,30,0
"145","Butte",10028,2013,9,"Cx pipiens",1,2,0,100,0
"146","Butte",10028,2014,6,"Cx pipiens",1,2,0,41,0
"147","Butte",10028,2015,8,"Cx pipiens",1,2,1,34,29.4117647058824
"148","Butte",10028,2015,9,"Cx pipiens",1,5,1,232,4.31034482758621
"149","Butte",10028,2015,10,"Cx pipiens",1,1,0,50,0
"150","Butte",10028,2016,10,"Cx pipiens",1,1,0,45,0
"151","Butte",10028,2017,6,"Cx pipiens",1,3,0,123,0
"152","Butte",10028,2017,7,"Cx pipiens",1,1,0,50,0
"153","Butte",10028,2017,8,"Cx pipiens",1,2,0,70,0
"154","Butte",10028,2017,9,"Cx pipiens",1,1,0,50,0
"155","Butte",10028,2018,6,"Cx pipiens",1,2,0,70,0
"156","Butte",10028,2019,9,"Cx pipiens",1,1,0,36,0
"157","Butte",10029,2022,4,"Cx pipiens",1,1,0,25,0
"158","Butte",10029,2022,5,"Cx pipiens",1,1,0,50,0
"159","Butte",10030,2005,8,"Cx pipiens",1,1,0,13,0
"160","Butte",10030,2009,6,"Cx pipiens",1,1,0,37,0
"161","Butte",10030,2009,9,"Cx pipiens",1,2,0,100,0
"162","Butte",10030,2010,7,"Cx pipiens",1,1,0,50,0
"163","Butte",10030,2011,8,"Cx pipiens",1,2,0,100,0
"164","Butte",10030,2014,6,"Cx pipiens",1,2,0,80,0
"165","Butte",10030,2014,8,"Cx pipiens",1,2,0,75,0
"166","Butte",10030,2015,5,"Cx pipiens",1,2,0,100,0
"167","Butte",10030,2015,7,"Cx pipiens",1,1,1,50,20
"168","Butte",10030,2017,8,"Cx pipiens",1,1,0,21,0
"169","Butte",10030,2018,6,"Cx pipiens",1,1,0,50,0
"170","Butte",10030,2023,6,"Cx pipiens",1,2,0,50,0
"171","Butte",10031,2005,9,"Cx pipiens",1,1,0,31,0
"172","Butte",10031,2009,6,"Cx pipiens",1,1,0,15,0
"173","Butte",10031,2011,7,"Cx pipiens",1,1,0,50,0
"174","Butte",10031,2014,7,"Cx pipiens",1,1,1,50,20
"175","Butte",10031,2015,9,"Cx pipiens",1,1,0,11,0
"176","Butte",10031,2022,6,"Cx pipiens",1,1,0,50,0
"177","Butte",10031,2023,6,"Cx pipiens",1,1,0,13,0
"178","Butte",10031,2023,10,"Cx pipiens",1,1,0,8,0
"179","Butte",10032,2013,8,"Cx pipiens",1,1,0,50,0
"180","Butte",10032,2014,8,"Cx pipiens",1,2,0,100,0
"181","Butte",10032,2015,7,"Cx pipiens",1,3,1,150,6.66666666666667
"182","Butte",10032,2019,8,"Cx pipiens",1,1,0,33,0
"183","Butte",10033,2007,7,"Cx pipiens",1,1,0,28,0
"184","Butte",10034,2015,6,"Cx pipiens",1,4,0,200,0
"185","Butte",10034,2015,9,"Cx pipiens",1,5,0,250,0
"186","Butte",10034,2019,8,"Cx pipiens",1,1,0,48,0
"187","Butte",10035,2006,9,"Cx pipiens",1,1,0,16,0
"188","Butte",10035,2013,6,"Cx pipiens",1,1,0,25,0
"189","Butte",10035,2015,9,"Cx pipiens",1,1,0,36,0
"190","Butte",10035,2018,9,"Cx pipiens",1,1,0,24,0
"191","Butte",10035,2020,9,"Cx pipiens",1,1,0,15,0
"192","Butte",10036,2013,8,"Cx pipiens",1,3,1,150,6.66666666666667
"193","Butte",10036,2014,8,"Cx pipiens",1,1,0,40,0
"194","Butte",10036,2014,9,"Cx pipiens",1,1,1,30,33.3333333333333
"195","Butte",10036,2015,7,"Cx pipiens",1,1,0,34,0
"196","Butte",10036,2016,8,"Cx pipiens",1,1,0,28,0
"197","Butte",10036,2018,10,"Cx pipiens",1,1,0,18,0
"198","Butte",10038,2007,8,"Cx pipiens",1,1,0,2,0
"199","Fresno",40017,2010,8,"Cx pipiens",1,1,0,7,0
"200","Fresno",40017,2011,7,"Cx pipiens",1,1,0,20,0
"201","Fresno",40017,2011,8,"Cx pipiens",1,1,0,13,0
"202","Fresno",40017,2011,9,"Cx pipiens",1,1,0,39,0
"203","Fresno",40017,2012,8,"Cx pipiens",1,3,1,50,20
"204","Fresno",40017,2012,9,"Cx pipiens",1,5,1,183,5.46448087431694
"205","Fresno",40017,2012,10,"Cx pipiens",1,4,0,164,0
"206","Fresno",40357,2014,6,"Cx pipiens",1,1,0,50,0
"207","Fresno",40416,2005,8,"Cx pipiens",1,1,0,23,0
"208","Glenn",20009,2015,6,"Cx pipiens",1,4,0,200,0
"209","Glenn",20009,2015,8,"Cx pipiens",1,1,0,50,0
"210","Glenn",20009,2015,9,"Cx pipiens",1,4,0,200,0
"211","Glenn",20009,2018,9,"Cx pipiens",1,1,0,20,0
"212","Glenn",20009,2019,6,"Cx pipiens",1,1,0,50,0
"213","Glenn",20009,2019,7,"Cx pipiens",1,3,0,150,0
"214","Glenn",20009,2019,8,"Cx pipiens",1,1,0,50,0
"215","Glenn",20009,2020,9,"Cx pipiens",1,1,1,33,30.3030303030303
"216","Kings",50002,2010,9,"Cx pipiens",1,1,0,18,0
"217","Kings",50002,2011,8,"Cx pipiens",1,1,0,10,0
"218","Kings",50002,2011,9,"Cx pipiens",1,3,0,75,0
"219","Kings",50002,2012,6,"Cx pipiens",1,1,0,7,0
"220","Kings",50002,2012,8,"Cx pipiens",1,2,0,100,0
"221","Kings",50002,2012,9,"Cx pipiens",1,1,0,10,0
"222","Kings",50002,2014,7,"Cx pipiens",2,2,0,13,0
"223","Kings",50002,2014,8,"Cx pipiens",1,1,1,31,32.258064516129
"224","Kings",50002,2014,9,"Cx pipiens",1,2,0,56,0
"225","Kings",50002,2015,10,"Cx pipiens",1,1,0,10,0
"226","Kings",50002,2016,6,"Cx pipiens",1,4,1,129,7.75193798449612
"227","Kings",50002,2016,7,"Cx pipiens",1,1,0,11,0
"228","Kings",50002,2016,8,"Cx pipiens",1,2,0,21,0
"229","Kings",50002,2016,9,"Cx pipiens",1,1,0,11,0
"230","Kings",50002,2017,5,"Cx pipiens",1,1,0,14,0
"231","Kings",50002,2017,8,"Cx pipiens",1,1,0,11,0
"232","Kings",50002,2019,7,"Cx pipiens",1,1,0,10,0
"233","Kings",50002,2020,6,"Cx pipiens",1,2,0,40,0
"234","Kings",50002,2020,8,"Cx pipiens",1,1,1,28,35.7142857142857
"235","Kings",50003,2010,9,"Cx pipiens",1,1,0,24,0
"236","Kings",50003,2011,8,"Cx pipiens",1,1,0,6,0
"237","Kings",50003,2013,9,"Cx pipiens",1,1,0,12,0
"238","Kings",50003,2014,6,"Cx pipiens",1,4,0,101,0
"239","Kings",50003,2014,7,"Cx pipiens",1,4,1,85,11.7647058823529
"240","Kings",50003,2014,9,"Cx pipiens",2,4,0,48,0
"241","Kings",50003,2015,6,"Cx pipiens",1,2,0,44,0
"242","Kings",50003,2015,7,"Cx pipiens",1,1,0,15,0
"243","Kings",50003,2015,8,"Cx pipiens",1,1,1,20,50
"244","Kings",50003,2016,6,"Cx pipiens",2,2,0,20,0
"245","Kings",50003,2016,7,"Cx pipiens",3,17,0,789,0
"246","Kings",50003,2016,8,"Cx pipiens",2,2,0,31,0
"247","Kings",50003,2017,6,"Cx pipiens",2,2,0,52,0
"248","Kings",50003,2017,7,"Cx pipiens",3,6,0,113,0
"249","Kings",50003,2017,8,"Cx pipiens",4,4,0,61,0
"250","Kings",50003,2017,9,"Cx pipiens",2,3,0,92,0
"251","Kings",50003,2018,7,"Cx pipiens",1,4,0,57,0
"252","Kings",50003,2018,8,"Cx pipiens",1,1,0,21,0
"253","Kings",50003,2019,6,"Cx pipiens",3,5,0,83,0
"254","Kings",50003,2019,7,"Cx pipiens",4,6,0,101,0
"255","Kings",50003,2019,8,"Cx pipiens",1,1,0,10,0
"256","Kings",50003,2020,6,"Cx pipiens",4,6,0,137,0
"257","Kings",50003,2020,7,"Cx pipiens",4,8,0,226,0
"258","Kings",50003,2020,8,"Cx pipiens",5,11,1,230,4.34782608695652
"259","Kings",50003,2020,9,"Cx pipiens",4,8,0,172,0
"260","Kings",50003,2021,7,"Cx pipiens",1,1,0,13,0
"261","Kings",50003,2021,8,"Cx pipiens",1,1,0,39,0
"262","Kings",50003,2021,9,"Cx pipiens",1,1,0,13,0
"263","Kings",50003,2022,8,"Cx pipiens",1,1,0,15,0
"264","Kings",50004,2022,7,"Cx pipiens",1,1,1,50,20
"265","Kings",50004,2022,8,"Cx pipiens",1,2,2,89,22.4719101123595
"266","Kings",50004,2023,9,"Cx pipiens",1,1,0,25,0
"267","Kings",50005,2013,7,"Cx pipiens",1,1,0,10,0
"268","Kings",50005,2013,8,"Cx pipiens",1,2,0,40,0
"269","Kings",50005,2013,9,"Cx pipiens",1,4,1,134,7.46268656716418
"270","Kings",50005,2013,10,"Cx pipiens",1,1,0,48,0
"271","Kings",50007,2021,8,"Cx pipiens",1,1,0,24,0
"272","Kings",50007,2021,9,"Cx pipiens",1,1,0,12,0
"273","Kings",50007,2022,6,"Cx pipiens",1,1,0,26,0
"274","Kings",50007,2022,9,"Cx pipiens",1,1,1,16,62.5
"275","Kings",50007,2023,9,"Cx pipiens",1,1,1,50,20
"276","Kings",50007,2023,10,"Cx pipiens",1,1,1,33,30.3030303030303
"277","Kings",50008,2019,9,"Cx pipiens",1,5,0,250,0
"278","Kings",50008,2023,10,"Cx pipiens",1,1,0,46,0
"279","Kings",50009,2010,7,"Cx pipiens",1,1,0,6,0
"280","Kings",50009,2010,8,"Cx pipiens",1,1,0,14,0
"281","Kings",50009,2012,9,"Cx pipiens",1,2,0,66,0
"282","Kings",50009,2012,10,"Cx pipiens",1,4,1,132,7.57575757575758
"283","Kings",50009,2013,8,"Cx pipiens",1,1,0,9,0
"284","Kings",50009,2015,10,"Cx pipiens",1,1,0,31,0
"285","Kings",50009,2016,9,"Cx pipiens",1,1,0,17,0
"286","Kings",50009,2017,8,"Cx pipiens",1,1,0,25,0
"287","Kings",50009,2017,9,"Cx pipiens",1,1,1,27,37.037037037037
"288","Kings",50009,2018,8,"Cx pipiens",1,1,0,17,0
"289","Kings",50009,2019,7,"Cx pipiens",1,1,0,23,0
"290","Kings",50009,2023,9,"Cx pipiens",1,1,1,50,20
"291","Kings",50010,2011,8,"Cx pipiens",1,2,1,33,30.3030303030303
"292","Kings",50010,2011,9,"Cx pipiens",1,1,0,28,0
"293","Kings",50010,2012,8,"Cx pipiens",1,1,0,16,0
"294","Kings",50010,2013,7,"Cx pipiens",1,1,0,10,0
"295","Kings",50010,2013,8,"Cx pipiens",1,1,0,10,0
"296","Kings",50010,2013,9,"Cx pipiens",1,4,0,134,0
"297","Kings",50010,2013,10,"Cx pipiens",1,1,0,21,0
"298","Kings",50010,2014,7,"Cx pipiens",1,1,0,10,0
"299","Kings",50012,2016,9,"Cx pipiens",1,4,0,136,0
"300","Kings",50012,2018,8,"Cx pipiens",1,1,1,29,34.4827586206897
"301","Kings",50012,2020,9,"Cx pipiens",1,1,0,23,0
"302","Kings",50012,2021,8,"Cx pipiens",1,1,0,15,0
"303","Kings",50012,2021,9,"Cx pipiens",1,1,0,14,0
"304","Kings",50013,2010,8,"Cx pipiens",1,3,0,26,0
"305","Kings",50013,2011,7,"Cx pipiens",1,4,1,145,6.89655172413793
"306","Kings",50013,2011,8,"Cx pipiens",1,9,4,378,10.5820105820106
"307","Kings",50013,2011,9,"Cx pipiens",1,5,2,232,8.62068965517241
"308","Kings",50013,2012,7,"Cx pipiens",1,3,0,130,0
"309","Kings",50013,2012,8,"Cx pipiens",1,6,3,257,11.6731517509728
"310","Kings",50013,2012,9,"Cx pipiens",1,6,1,300,3.33333333333333
"311","Kings",50013,2012,10,"Cx pipiens",1,4,0,193,0
"312","Kings",50013,2013,6,"Cx pipiens",1,1,0,23,0
"313","Kings",50013,2013,7,"Cx pipiens",1,3,0,51,0
"314","Kings",50013,2013,8,"Cx pipiens",1,1,0,18,0
"315","Kings",50013,2013,10,"Cx pipiens",1,2,0,74,0
"316","Kings",50013,2014,7,"Cx pipiens",1,5,2,195,10.2564102564103
"317","Kings",50013,2014,8,"Cx pipiens",2,3,0,87,0
"318","Kings",50013,2014,9,"Cx pipiens",1,2,1,66,15.1515151515152
"319","Kings",50013,2016,6,"Cx pipiens",1,1,1,46,21.7391304347826
"320","Kings",50013,2016,9,"Cx pipiens",2,2,0,73,0
"321","Kings",50013,2018,8,"Cx pipiens",1,1,0,12,0
"322","Kings",50013,2018,9,"Cx pipiens",1,1,0,36,0
"323","Kings",50013,2018,10,"Cx pipiens",1,1,0,24,0
"324","Kings",50013,2019,6,"Cx pipiens",1,1,0,19,0
"325","Kings",50013,2019,8,"Cx pipiens",1,1,1,25,40
"326","Kings",50013,2019,9,"Cx pipiens",1,2,0,20,0
"327","Kings",50013,2020,7,"Cx pipiens",1,2,0,42,0
"328","Kings",50013,2020,8,"Cx pipiens",1,1,0,12,0
"329","Kings",50013,2022,7,"Cx pipiens",1,1,1,13,76.9230769230769
"330","Kings",50014,2010,7,"Cx pipiens",1,1,0,5,0
"331","Kings",50014,2011,6,"Cx pipiens",1,1,0,5,0
"332","Kings",50014,2011,7,"Cx pipiens",1,2,0,68,0
"333","Kings",50014,2011,8,"Cx pipiens",1,3,0,77,0
"334","Kings",50014,2023,9,"Cx pipiens",1,2,1,100,10
"335","Kings",50015,2011,8,"Cx pipiens",1,2,0,96,0
"336","Kings",50015,2014,9,"Cx pipiens",1,2,0,49,0
"337","Kings",50015,2015,6,"Cx pipiens",1,1,0,26,0
"338","Kings",50015,2015,8,"Cx pipiens",1,1,1,50,20
"339","Kings",50017,2010,9,"Cx pipiens",1,1,0,22,0
"340","Kings",50017,2011,8,"Cx pipiens",1,1,0,12,0
"341","Kings",50017,2012,9,"Cx pipiens",1,2,0,19,0
"342","Kings",50017,2012,10,"Cx pipiens",1,1,0,25,0
"343","Kings",50018,2023,7,"Cx pipiens",1,1,0,50,0
"344","Kings",50019,2013,8,"Cx pipiens",1,1,0,16,0
"345","Kings",50019,2015,6,"Cx pipiens",1,2,0,100,0
"346","Kings",50019,2015,7,"Cx pipiens",1,2,0,43,0
"347","Kings",50019,2016,9,"Cx pipiens",1,1,0,32,0
"348","Kings",50019,2021,7,"Cx pipiens",1,1,0,13,0
"349","Kings",50019,2022,7,"Cx pipiens",2,2,0,28,0
"350","Kings",50019,2023,6,"Cx pipiens",1,1,0,39,0
"351","Kings",50019,2023,10,"Cx pipiens",1,1,0,43,0
"352","Kings",50020,2010,8,"Cx pipiens",3,5,0,131,0
"353","Kings",50020,2012,8,"Cx pipiens",1,1,1,13,76.9230769230769
"354","Kings",50020,2012,9,"Cx pipiens",1,2,0,28,0
"355","Kings",50020,2016,8,"Cx pipiens",1,1,0,14,0
"356","Kings",50020,2023,9,"Cx pipiens",1,1,0,46,0
"357","Kings",50021,2010,7,"Cx pipiens",1,1,0,7,0
"358","Kings",50021,2016,6,"Cx pipiens",1,2,1,50,20
"359","Kings",50021,2016,7,"Cx pipiens",1,2,0,46,0
"360","Kings",50021,2016,8,"Cx pipiens",1,7,3,302,9.93377483443709
"361","Kings",50021,2016,9,"Cx pipiens",1,1,0,50,0
"362","Kings",50021,2017,5,"Cx pipiens",1,1,0,22,0
"363","Kings",50021,2017,6,"Cx pipiens",1,2,0,100,0
"364","Kings",50021,2017,7,"Cx pipiens",1,1,0,27,0
"365","Kings",50021,2017,8,"Cx pipiens",1,1,0,50,0
"366","Kings",50021,2018,9,"Cx pipiens",1,3,1,128,7.8125
"367","Kings",50021,2019,6,"Cx pipiens",1,3,0,136,0
"368","Kings",50021,2022,7,"Cx pipiens",1,1,0,14,0
"369","Kings",50021,2022,8,"Cx pipiens",1,2,1,68,14.7058823529412
"370","Kings",50021,2022,9,"Cx pipiens",1,1,1,22,45.4545454545455
"371","Kings",50021,2023,6,"Cx pipiens",1,1,0,26,0
"372","Kings",50022,2019,6,"Cx pipiens",1,1,0,12,0
"373","Kings",50022,2020,8,"Cx pipiens",1,1,0,11,0
"374","Kings",50023,2014,9,"Cx pipiens",2,6,1,215,4.65116279069767
"375","Kings",50023,2015,5,"Cx pipiens",2,4,0,163,0
"376","Kings",50023,2015,6,"Cx pipiens",1,1,0,50,0
"377","Kings",50023,2015,7,"Cx pipiens",2,6,0,208,0
"378","Kings",50023,2015,8,"Cx pipiens",2,6,1,190,5.26315789473684
"379","Kings",50023,2015,9,"Cx pipiens",2,2,0,45,0
"380","Kings",50023,2015,10,"Cx pipiens",2,2,0,41,0
"381","Kings",50023,2016,6,"Cx pipiens",1,2,0,51,0
"382","Kings",50023,2016,7,"Cx pipiens",2,4,0,82,0
"383","Kings",50023,2016,8,"Cx pipiens",3,8,4,226,17.6991150442478
"384","Kings",50023,2016,9,"Cx pipiens",2,5,0,155,0
"385","Kings",50023,2017,5,"Cx pipiens",1,1,0,24,0
"386","Kings",50023,2017,6,"Cx pipiens",2,2,0,60,0
"387","Kings",50023,2018,9,"Cx pipiens",1,1,0,10,0
"388","Kings",50023,2019,6,"Cx pipiens",1,1,0,23,0
"389","Kings",50023,2019,7,"Cx pipiens",3,3,2,53,37.7358490566038
"390","Kings",50023,2019,9,"Cx pipiens",1,1,0,10,0
"391","Kings",50023,2020,6,"Cx pipiens",1,1,0,14,0
"392","Kings",50023,2020,7,"Cx pipiens",2,4,2,126,15.8730158730159
"393","Kings",50023,2020,8,"Cx pipiens",2,2,1,31,32.258064516129
"394","Kings",50023,2020,9,"Cx pipiens",2,2,0,39,0
"395","Kings",50023,2020,10,"Cx pipiens",2,3,0,115,0
"396","Kings",50023,2021,10,"Cx pipiens",1,1,0,14,0
"397","Kings",50024,2010,6,"Cx pipiens",1,1,0,15,0
"398","Kings",50024,2010,8,"Cx pipiens",1,5,1,154,6.49350649350649
"399","Kings",50024,2011,8,"Cx pipiens",1,2,0,48,0
"400","Kings",50024,2011,9,"Cx pipiens",1,2,0,61,0
