"","county","cluster_id","surv_year","month","species","n_traps","total_pools","positive_pools","total_mos_tested","WNV_MIR"
"53","Fresno",40009,2016,8,"Cx quinquefasciatus",1,2,1,74,13.5135135135135
"54","Fresno",40009,2016,9,"Cx quinquefasciatus",1,1,0,17,0
"55","Fresno",40009,2017,6,"Cx quinquefasciatus",1,1,0,22,0
"56","Fresno",40009,2018,6,"Cx quinquefasciatus",1,1,0,26,0
"57","Fresno",40009,2019,6,"Cx quinquefasciatus",1,1,0,21,0
"58","Fresno",40009,2019,8,"Cx quinquefasciatus",1,1,1,50,20
"59","Fresno",40009,2020,9,"Cx quinquefasciatus",1,1,0,50,0
"60","Fresno",40009,2020,10,"Cx quinquefasciatus",2,2,0,100,0
"61","Fresno",40009,2021,6,"Cx quinquefasciatus",1,1,0,33,0
"62","Fresno",40009,2021,7,"Cx quinquefasciatus",1,1,0,24,0
"63","Fresno",40009,2022,9,"Cx quinquefasciatus",1,2,0,68,0
"64","Fresno",40009,2023,5,"Cx quinquefasciatus",2,2,0,100,0
"65","Fresno",40010,2006,7,"Cx quinquefasciatus",1,1,1,48,20.8333333333333
"66","Fresno",40010,2009,5,"Cx quinquefasciatus",1,1,0,23,0
"67","Fresno",40010,2009,7,"Cx quinquefasciatus",1,1,0,30,0
"68","Fresno",40010,2010,8,"Cx quinquefasciatus",1,1,1,50,20
"69","Fresno",40010,2012,8,"Cx quinquefasciatus",1,1,0,50,0
"70","Fresno",40010,2013,9,"Cx quinquefasciatus",1,1,0,50,0
"71","Fresno",40010,2014,9,"Cx quinquefasciatus",1,1,0,50,0
"72","Fresno",40010,2015,8,"Cx quinquefasciatus",1,1,0,50,0
"73","Fresno",40010,2016,4,"Cx quinquefasciatus",1,1,0,19,0
"74","Fresno",40010,2020,6,"Cx quinquefasciatus",1,1,0,32,0
"75","Fresno",40010,2021,7,"Cx quinquefasciatus",1,1,0,50,0
"76","Fresno",40010,2022,10,"Cx quinquefasciatus",1,1,0,39,0
"77","Fresno",40010,2023,5,"Cx quinquefasciatus",1,1,0,50,0
"78","Fresno",40010,2023,6,"Cx quinquefasciatus",1,1,0,50,0
"79","Fresno",40011,2011,6,"Cx quinquefasciatus",1,1,0,50,0
"80","Fresno",40011,2011,8,"Cx quinquefasciatus",1,1,0,50,0
"81","Fresno",40011,2011,9,"Cx quinquefasciatus",1,1,0,50,0
"82","Fresno",40011,2012,6,"Cx quinquefasciatus",1,1,0,20,0
"83","Fresno",40011,2014,7,"Cx quinquefasciatus",1,1,1,26,38.4615384615385
"84","Fresno",40011,2015,6,"Cx quinquefasciatus",1,1,0,26,0
"85","Fresno",40011,2021,9,"Cx quinquefasciatus",1,1,1,50,20
"86","Fresno",40011,2022,9,"Cx quinquefasciatus",1,1,0,15,0
"87","Fresno",40011,2023,6,"Cx quinquefasciatus",2,2,0,81,0
"88","Fresno",40012,2019,6,"Cx quinquefasciatus",1,1,0,12,0
"89","Fresno",40012,2019,10,"Cx quinquefasciatus",1,1,0,39,0
"90","Fresno",40012,2020,9,"Cx quinquefasciatus",1,1,1,27,37.037037037037
"91","Fresno",40012,2020,10,"Cx quinquefasciatus",1,1,0,50,0
"92","Fresno",40013,2006,8,"Cx quinquefasciatus",1,1,0,50,0
"93","Fresno",40013,2012,6,"Cx quinquefasciatus",1,1,0,49,0
"94","Fresno",40013,2021,7,"Cx quinquefasciatus",1,1,0,14,0
"95","Fresno",40013,2022,9,"Cx quinquefasciatus",2,2,1,61,16.3934426229508
"96","Fresno",40013,2023,6,"Cx quinquefasciatus",1,1,0,30,0
"97","Fresno",40014,2008,9,"Cx quinquefasciatus",2,2,0,100,0
"98","Fresno",40014,2008,10,"Cx quinquefasciatus",1,1,0,25,0
"99","Fresno",40014,2010,8,"Cx quinquefasciatus",1,1,0,50,0
"100","Fresno",40014,2011,8,"Cx quinquefasciatus",1,1,0,50,0
"101","Fresno",40014,2020,6,"Cx quinquefasciatus",1,1,0,21,0
"102","Fresno",40014,2020,10,"Cx quinquefasciatus",1,2,0,57,0
"103","Fresno",40014,2023,5,"Cx quinquefasciatus",1,1,0,27,0
"104","Fresno",40015,2006,9,"Cx quinquefasciatus",1,1,0,43,0
"105","Fresno",40015,2006,10,"Cx quinquefasciatus",1,1,0,45,0
"106","Fresno",40015,2007,7,"Cx quinquefasciatus",1,1,0,35,0
"107","Fresno",40015,2007,8,"Cx quinquefasciatus",1,1,1,35,28.5714285714286
"108","Fresno",40015,2009,5,"Cx quinquefasciatus",1,2,0,65,0
"109","Fresno",40015,2009,6,"Cx quinquefasciatus",2,5,0,187,0
"110","Fresno",40015,2009,7,"Cx quinquefasciatus",2,4,0,107,0
"111","Fresno",40015,2009,8,"Cx quinquefasciatus",1,1,1,39,25.6410256410256
"112","Fresno",40015,2016,6,"Cx quinquefasciatus",1,1,0,21,0
"113","Fresno",40015,2020,6,"Cx quinquefasciatus",1,1,0,29,0
"114","Fresno",40015,2020,8,"Cx quinquefasciatus",1,2,2,42,47.6190476190476
"115","Fresno",40015,2020,9,"Cx quinquefasciatus",1,2,0,65,0
"116","Fresno",40015,2021,6,"Cx quinquefasciatus",1,2,0,66,0
"117","Fresno",40015,2023,5,"Cx quinquefasciatus",1,1,0,50,0
"118","Fresno",40015,2023,6,"Cx quinquefasciatus",1,2,0,100,0
"119","Fresno",40016,2006,9,"Cx quinquefasciatus",2,2,0,93,0
"120","Fresno",40016,2014,5,"Cx quinquefasciatus",1,2,0,100,0
"121","Fresno",40016,2023,10,"Cx quinquefasciatus",1,1,0,50,0
"122","Fresno",40017,2006,7,"Cx quinquefasciatus",1,1,0,30,0
"123","Fresno",40017,2006,8,"Cx quinquefasciatus",1,1,0,31,0
"124","Fresno",40017,2006,10,"Cx quinquefasciatus",1,1,0,38,0
"125","Fresno",40017,2007,6,"Cx quinquefasciatus",1,1,0,24,0
"126","Fresno",40017,2007,8,"Cx quinquefasciatus",1,1,0,32,0
"127","Fresno",40017,2008,8,"Cx quinquefasciatus",2,3,0,81,0
"128","Fresno",40017,2008,9,"Cx quinquefasciatus",3,4,0,180,0
"129","Fresno",40017,2009,9,"Cx quinquefasciatus",1,1,0,14,0
"130","Fresno",40017,2010,8,"Cx quinquefasciatus",2,2,0,100,0
"131","Fresno",40017,2012,7,"Cx quinquefasciatus",2,2,0,100,0
"132","Fresno",40017,2013,5,"Cx quinquefasciatus",1,1,0,25,0
"133","Fresno",40017,2016,6,"Cx quinquefasciatus",1,1,0,38,0
"134","Fresno",40017,2019,6,"Cx quinquefasciatus",1,1,0,50,0
"135","Fresno",40017,2020,9,"Cx quinquefasciatus",1,1,0,37,0
"136","Fresno",40017,2021,6,"Cx quinquefasciatus",1,1,0,30,0
"137","Fresno",40017,2022,8,"Cx quinquefasciatus",1,1,0,23,0
"138","Fresno",40017,2022,9,"Cx quinquefasciatus",1,1,1,35,28.5714285714286
"139","Fresno",40017,2023,8,"Cx quinquefasciatus",2,2,0,64,0
"140","Fresno",40018,2005,6,"Cx quinquefasciatus",1,2,0,64,0
"141","Fresno",40018,2005,9,"Cx quinquefasciatus",1,2,0,59,0
"142","Fresno",40018,2006,6,"Cx quinquefasciatus",1,1,0,16,0
"143","Fresno",40018,2006,7,"Cx quinquefasciatus",2,3,0,51,0
"144","Fresno",40018,2006,9,"Cx quinquefasciatus",3,3,1,112,8.92857142857143
"145","Fresno",40018,2006,10,"Cx quinquefasciatus",1,1,0,40,0
"146","Fresno",40018,2007,5,"Cx quinquefasciatus",1,1,0,8,0
"147","Fresno",40018,2007,6,"Cx quinquefasciatus",1,1,0,34,0
"148","Fresno",40018,2007,8,"Cx quinquefasciatus",2,4,0,170,0
"149","Fresno",40018,2007,9,"Cx quinquefasciatus",1,1,0,25,0
"150","Fresno",40018,2007,10,"Cx quinquefasciatus",1,1,0,20,0
"151","Fresno",40018,2008,6,"Cx quinquefasciatus",1,1,0,13,0
"152","Fresno",40018,2008,7,"Cx quinquefasciatus",2,2,0,100,0
"153","Fresno",40018,2008,8,"Cx quinquefasciatus",1,1,0,40,0
"154","Fresno",40018,2008,9,"Cx quinquefasciatus",1,1,0,30,0
"155","Fresno",40018,2009,5,"Cx quinquefasciatus",3,8,0,287,0
"156","Fresno",40018,2009,6,"Cx quinquefasciatus",2,4,0,188,0
"157","Fresno",40018,2009,7,"Cx quinquefasciatus",1,1,0,50,0
"158","Fresno",40018,2009,8,"Cx quinquefasciatus",2,3,2,150,13.3333333333333
"159","Fresno",40018,2009,9,"Cx quinquefasciatus",3,3,0,130,0
"160","Fresno",40018,2009,10,"Cx quinquefasciatus",1,1,1,50,20
"161","Fresno",40018,2010,5,"Cx quinquefasciatus",1,1,0,50,0
"162","Fresno",40018,2010,6,"Cx quinquefasciatus",2,2,0,98,0
"163","Fresno",40018,2010,7,"Cx quinquefasciatus",1,2,0,100,0
"164","Fresno",40018,2010,8,"Cx quinquefasciatus",1,2,0,62,0
"165","Fresno",40018,2010,9,"Cx quinquefasciatus",1,1,0,50,0
"166","Fresno",40018,2010,10,"Cx quinquefasciatus",1,1,0,50,0
"167","Fresno",40018,2011,4,"Cx quinquefasciatus",1,1,0,12,0
"168","Fresno",40018,2011,5,"Cx quinquefasciatus",1,2,0,32,0
"169","Fresno",40018,2011,6,"Cx quinquefasciatus",1,2,0,100,0
"170","Fresno",40018,2011,7,"Cx quinquefasciatus",1,2,0,65,0
"171","Fresno",40018,2011,8,"Cx quinquefasciatus",1,2,1,100,10
"172","Fresno",40018,2012,5,"Cx quinquefasciatus",1,1,0,43,0
"173","Fresno",40018,2012,6,"Cx quinquefasciatus",2,2,0,100,0
"174","Fresno",40018,2012,7,"Cx quinquefasciatus",2,4,0,141,0
"175","Fresno",40018,2012,8,"Cx quinquefasciatus",1,2,0,60,0
"176","Fresno",40018,2012,10,"Cx quinquefasciatus",1,1,0,50,0
"177","Fresno",40018,2013,5,"Cx quinquefasciatus",1,1,0,13,0
"178","Fresno",40018,2013,6,"Cx quinquefasciatus",1,1,0,50,0
"179","Fresno",40018,2013,7,"Cx quinquefasciatus",3,4,0,143,0
"180","Fresno",40018,2013,8,"Cx quinquefasciatus",3,4,1,142,7.04225352112676
"181","Fresno",40018,2013,9,"Cx quinquefasciatus",1,1,0,32,0
"182","Fresno",40018,2014,5,"Cx quinquefasciatus",2,3,0,92,0
"183","Fresno",40018,2014,7,"Cx quinquefasciatus",3,3,0,82,0
"184","Fresno",40018,2014,8,"Cx quinquefasciatus",1,1,1,49,20.4081632653061
"185","Fresno",40018,2015,4,"Cx quinquefasciatus",1,1,0,46,0
"186","Fresno",40018,2015,5,"Cx quinquefasciatus",2,2,0,47,0
"187","Fresno",40018,2015,6,"Cx quinquefasciatus",2,2,0,50,0
"188","Fresno",40018,2015,9,"Cx quinquefasciatus",1,1,0,50,0
"189","Fresno",40018,2016,5,"Cx quinquefasciatus",1,1,0,27,0
"190","Fresno",40018,2016,10,"Cx quinquefasciatus",1,1,0,16,0
"191","Fresno",40018,2017,6,"Cx quinquefasciatus",1,1,0,25,0
"192","Fresno",40018,2018,5,"Cx quinquefasciatus",1,2,0,26,0
"193","Fresno",40018,2018,8,"Cx quinquefasciatus",1,1,1,45,22.2222222222222
"194","Fresno",40018,2019,9,"Cx quinquefasciatus",2,2,0,70,0
"195","Fresno",40018,2020,6,"Cx quinquefasciatus",1,1,0,50,0
"196","Fresno",40018,2020,9,"Cx quinquefasciatus",2,4,1,137,7.2992700729927
"197","Fresno",40018,2021,7,"Cx quinquefasciatus",1,1,0,12,0
"198","Fresno",40018,2021,9,"Cx quinquefasciatus",1,1,1,50,20
"199","Fresno",40018,2022,7,"Cx quinquefasciatus",1,1,1,15,66.6666666666667
"200","Fresno",40018,2022,8,"Cx quinquefasciatus",1,1,1,44,22.7272727272727
"201","Fresno",40018,2022,9,"Cx quinquefasciatus",2,2,0,90,0
"202","Fresno",40019,2006,10,"Cx quinquefasciatus",2,2,0,93,0
"203","Fresno",40019,2007,9,"Cx quinquefasciatus",1,1,0,12,0
"204","Fresno",40019,2008,7,"Cx quinquefasciatus",1,1,0,24,0
"205","Fresno",40019,2009,7,"Cx quinquefasciatus",2,2,0,100,0
"206","Fresno",40019,2011,10,"Cx quinquefasciatus",1,1,0,50,0
"207","Fresno",40019,2019,9,"Cx quinquefasciatus",1,1,0,12,0
"208","Fresno",40019,2021,6,"Cx quinquefasciatus",1,1,0,13,0
"209","Fresno",40019,2021,7,"Cx quinquefasciatus",1,1,0,13,0
"210","Fresno",40019,2022,9,"Cx quinquefasciatus",1,1,0,22,0
"211","Fresno",40019,2022,10,"Cx quinquefasciatus",1,1,0,17,0
"212","Fresno",40019,2023,9,"Cx quinquefasciatus",1,1,0,34,0
"213","Fresno",40020,2005,6,"Cx quinquefasciatus",1,3,0,107,0
"214","Fresno",40020,2005,7,"Cx quinquefasciatus",1,3,2,122,16.3934426229508
"215","Fresno",40020,2005,9,"Cx quinquefasciatus",1,1,0,50,0
"216","Fresno",40020,2006,6,"Cx quinquefasciatus",2,2,0,59,0
"217","Fresno",40020,2006,7,"Cx quinquefasciatus",2,2,1,55,18.1818181818182
"218","Fresno",40020,2006,9,"Cx quinquefasciatus",2,2,0,67,0
"219","Fresno",40020,2006,10,"Cx quinquefasciatus",1,1,0,45,0
"220","Fresno",40020,2007,5,"Cx quinquefasciatus",1,1,0,8,0
"221","Fresno",40020,2007,7,"Cx quinquefasciatus",1,1,0,40,0
"222","Fresno",40020,2007,8,"Cx quinquefasciatus",1,3,0,77,0
"223","Fresno",40020,2007,9,"Cx quinquefasciatus",2,3,1,79,12.6582278481013
"224","Fresno",40020,2008,5,"Cx quinquefasciatus",1,1,0,49,0
"225","Fresno",40020,2008,6,"Cx quinquefasciatus",2,2,0,46,0
"226","Fresno",40020,2008,7,"Cx quinquefasciatus",3,3,0,73,0
"227","Fresno",40020,2008,8,"Cx quinquefasciatus",2,5,0,198,0
"228","Fresno",40020,2008,9,"Cx quinquefasciatus",2,4,0,191,0
"229","Fresno",40020,2008,10,"Cx quinquefasciatus",1,2,0,87,0
"230","Fresno",40020,2009,5,"Cx quinquefasciatus",1,1,0,20,0
"231","Fresno",40020,2009,6,"Cx quinquefasciatus",4,4,0,154,0
"232","Fresno",40020,2009,8,"Cx quinquefasciatus",1,1,0,50,0
"233","Fresno",40020,2009,9,"Cx quinquefasciatus",1,1,0,50,0
"234","Fresno",40020,2010,6,"Cx quinquefasciatus",1,1,0,50,0
"235","Fresno",40020,2010,8,"Cx quinquefasciatus",1,1,0,50,0
"236","Fresno",40020,2011,7,"Cx quinquefasciatus",1,1,0,50,0
"237","Fresno",40020,2011,8,"Cx quinquefasciatus",1,1,0,50,0
"238","Fresno",40020,2012,8,"Cx quinquefasciatus",1,1,0,50,0
"239","Fresno",40020,2012,10,"Cx quinquefasciatus",1,1,0,50,0
"240","Fresno",40020,2013,7,"Cx quinquefasciatus",2,5,0,187,0
"241","Fresno",40020,2013,8,"Cx quinquefasciatus",1,4,1,174,5.74712643678161
"242","Fresno",40020,2014,6,"Cx quinquefasciatus",1,1,0,29,0
"243","Fresno",40020,2014,7,"Cx quinquefasciatus",1,1,0,37,0
"244","Fresno",40020,2015,8,"Cx quinquefasciatus",1,1,0,50,0
"245","Fresno",40020,2016,4,"Cx quinquefasciatus",1,1,0,32,0
"246","Fresno",40020,2016,6,"Cx quinquefasciatus",1,1,0,13,0
"247","Fresno",40020,2016,7,"Cx quinquefasciatus",1,2,1,46,21.7391304347826
"248","Fresno",40020,2016,9,"Cx quinquefasciatus",1,1,0,13,0
"249","Fresno",40020,2017,8,"Cx quinquefasciatus",1,1,0,31,0
"250","Fresno",40020,2018,5,"Cx quinquefasciatus",1,1,0,17,0
"251","Fresno",40020,2018,8,"Cx quinquefasciatus",1,1,1,50,20
"252","Fresno",40020,2019,5,"Cx quinquefasciatus",1,1,0,37,0
"253","Fresno",40020,2019,7,"Cx quinquefasciatus",1,1,0,50,0
"254","Fresno",40020,2019,8,"Cx quinquefasciatus",1,1,1,25,40
"255","Fresno",40020,2020,6,"Cx quinquefasciatus",3,3,0,63,0
"256","Fresno",40020,2020,7,"Cx quinquefasciatus",1,1,0,22,0
"257","Fresno",40020,2020,8,"Cx quinquefasciatus",3,4,1,161,6.2111801242236
"258","Fresno",40020,2021,6,"Cx quinquefasciatus",2,4,0,108,0
"259","Fresno",40020,2021,7,"Cx quinquefasciatus",4,7,1,243,4.11522633744856
"260","Fresno",40020,2021,9,"Cx quinquefasciatus",1,1,0,28,0
"261","Fresno",40020,2022,9,"Cx quinquefasciatus",1,1,0,50,0
"262","Fresno",40020,2022,10,"Cx quinquefasciatus",1,1,0,50,0
"263","Fresno",40020,2023,5,"Cx quinquefasciatus",3,4,0,187,0
"264","Fresno",40020,2023,6,"Cx quinquefasciatus",1,1,0,50,0
"265","Fresno",40020,2023,8,"Cx quinquefasciatus",1,1,1,27,37.037037037037
"266","Fresno",40020,2023,9,"Cx quinquefasciatus",1,1,0,38,0
"267","Fresno",40020,2023,10,"Cx quinquefasciatus",1,1,0,50,0
"268","Fresno",40021,2006,8,"Cx quinquefasciatus",1,1,1,40,25
"269","Fresno",40021,2009,8,"Cx quinquefasciatus",1,2,0,100,0
"270","Fresno",40021,2010,4,"Cx quinquefasciatus",1,1,0,10,0
"271","Fresno",40021,2010,5,"Cx quinquefasciatus",1,1,0,50,0
"272","Fresno",40021,2010,6,"Cx quinquefasciatus",1,1,0,50,0
"273","Fresno",40021,2010,7,"Cx quinquefasciatus",2,3,0,150,0
"274","Fresno",40021,2010,8,"Cx quinquefasciatus",1,1,1,14,71.4285714285714
"275","Fresno",40021,2010,9,"Cx quinquefasciatus",1,1,1,50,20
"276","Fresno",40021,2011,6,"Cx quinquefasciatus",2,3,0,124,0
"277","Fresno",40021,2011,7,"Cx quinquefasciatus",1,1,0,50,0
"278","Fresno",40021,2011,8,"Cx quinquefasciatus",3,5,0,250,0
"279","Fresno",40021,2011,9,"Cx quinquefasciatus",1,3,0,122,0
"280","Fresno",40021,2011,10,"Cx quinquefasciatus",1,1,1,50,20
"281","Fresno",40021,2012,5,"Cx quinquefasciatus",1,2,0,58,0
"282","Fresno",40021,2012,6,"Cx quinquefasciatus",1,1,0,21,0
"283","Fresno",40021,2012,7,"Cx quinquefasciatus",1,2,0,100,0
"284","Fresno",40021,2012,8,"Cx quinquefasciatus",2,2,1,100,10
"285","Fresno",40021,2013,5,"Cx quinquefasciatus",1,2,0,79,0
"286","Fresno",40021,2013,6,"Cx quinquefasciatus",1,1,0,25,0
"287","Fresno",40021,2013,7,"Cx quinquefasciatus",1,2,1,100,10
"288","Fresno",40021,2014,6,"Cx quinquefasciatus",1,1,0,50,0
"289","Fresno",40021,2014,7,"Cx quinquefasciatus",1,4,0,162,0
"290","Fresno",40021,2015,4,"Cx quinquefasciatus",1,1,0,50,0
"291","Fresno",40021,2015,5,"Cx quinquefasciatus",2,2,0,100,0
"292","Fresno",40021,2015,6,"Cx quinquefasciatus",2,3,0,139,0
"293","Fresno",40021,2015,7,"Cx quinquefasciatus",3,4,2,150,13.3333333333333
"294","Fresno",40021,2015,8,"Cx quinquefasciatus",1,1,1,50,20
"295","Fresno",40021,2016,4,"Cx quinquefasciatus",1,1,0,17,0
"296","Fresno",40021,2016,5,"Cx quinquefasciatus",1,1,0,32,0
"297","Fresno",40021,2016,6,"Cx quinquefasciatus",4,6,0,211,0
"298","Fresno",40021,2016,7,"Cx quinquefasciatus",2,3,2,127,15.748031496063
"299","Fresno",40021,2016,8,"Cx quinquefasciatus",1,1,1,13,76.9230769230769
"300","Fresno",40021,2018,5,"Cx quinquefasciatus",1,1,0,14,0
"301","Fresno",40021,2019,5,"Cx quinquefasciatus",1,1,0,42,0
"302","Fresno",40022,2006,7,"Cx quinquefasciatus",1,1,0,50,0
"303","Fresno",40022,2007,9,"Cx quinquefasciatus",1,1,0,30,0
"304","Fresno",40022,2007,10,"Cx quinquefasciatus",1,1,0,50,0
"305","Fresno",40022,2009,9,"Cx quinquefasciatus",3,4,1,142,7.04225352112676
"306","Fresno",40022,2010,8,"Cx quinquefasciatus",1,1,0,50,0
"307","Fresno",40022,2011,6,"Cx quinquefasciatus",2,2,0,100,0
"308","Fresno",40022,2011,10,"Cx quinquefasciatus",1,1,0,50,0
"309","Fresno",40022,2013,8,"Cx quinquefasciatus",1,3,1,150,6.66666666666667
"310","Fresno",40022,2015,7,"Cx quinquefasciatus",1,1,0,50,0
"311","Fresno",40022,2015,8,"Cx quinquefasciatus",1,1,1,50,20
"312","Fresno",40022,2019,8,"Cx quinquefasciatus",1,1,1,50,20
"313","Fresno",40022,2019,10,"Cx quinquefasciatus",1,1,0,50,0
"314","Fresno",40022,2021,9,"Cx quinquefasciatus",1,1,0,50,0
"315","Fresno",40022,2022,9,"Cx quinquefasciatus",1,1,0,13,0
"316","Fresno",40022,2023,6,"Cx quinquefasciatus",1,1,0,50,0
"317","Fresno",40022,2023,7,"Cx quinquefasciatus",1,1,0,50,0
"318","Fresno",40022,2023,8,"Cx quinquefasciatus",1,1,0,50,0
"319","Fresno",40023,2003,9,"Cx quinquefasciatus",1,1,0,50,0
"320","Fresno",40023,2003,10,"Cx quinquefasciatus",1,3,0,126,0
"321","Fresno",40023,2004,9,"Cx quinquefasciatus",2,4,1,113,8.84955752212389
"322","Fresno",40023,2005,10,"Cx quinquefasciatus",1,1,0,8,0
"323","Fresno",40023,2006,6,"Cx quinquefasciatus",1,1,0,15,0
"324","Fresno",40023,2006,7,"Cx quinquefasciatus",1,1,0,50,0
"325","Fresno",40023,2006,8,"Cx quinquefasciatus",1,1,0,50,0
"326","Fresno",40023,2006,9,"Cx quinquefasciatus",1,1,0,44,0
"327","Fresno",40023,2006,10,"Cx quinquefasciatus",2,3,0,134,0
"328","Fresno",40023,2007,7,"Cx quinquefasciatus",2,2,0,72,0
"329","Fresno",40023,2007,8,"Cx quinquefasciatus",1,1,0,39,0
"330","Fresno",40023,2007,9,"Cx quinquefasciatus",3,5,0,104,0
"331","Fresno",40023,2008,7,"Cx quinquefasciatus",1,1,0,15,0
"332","Fresno",40023,2008,8,"Cx quinquefasciatus",1,1,0,50,0
"333","Fresno",40023,2009,7,"Cx quinquefasciatus",4,6,1,300,3.33333333333333
"334","Fresno",40023,2009,8,"Cx quinquefasciatus",2,2,0,100,0
"335","Fresno",40023,2009,9,"Cx quinquefasciatus",1,1,0,42,0
"336","Fresno",40023,2010,4,"Cx quinquefasciatus",1,1,0,19,0
"337","Fresno",40023,2010,7,"Cx quinquefasciatus",3,4,0,146,0
"338","Fresno",40023,2010,8,"Cx quinquefasciatus",2,4,1,156,6.41025641025641
"339","Fresno",40023,2010,10,"Cx quinquefasciatus",1,1,0,50,0
"340","Fresno",40023,2011,5,"Cx quinquefasciatus",1,1,0,20,0
"341","Fresno",40023,2011,7,"Cx quinquefasciatus",2,3,0,116,0
"342","Fresno",40023,2011,8,"Cx quinquefasciatus",1,1,0,45,0
"343","Fresno",40023,2011,9,"Cx quinquefasciatus",1,1,0,50,0
"344","Fresno",40023,2011,10,"Cx quinquefasciatus",1,1,0,50,0
"345","Fresno",40023,2012,4,"Cx quinquefasciatus",1,1,0,10,0
"346","Fresno",40023,2012,5,"Cx quinquefasciatus",1,1,0,24,0
"347","Fresno",40023,2012,6,"Cx quinquefasciatus",1,2,0,34,0
"348","Fresno",40023,2012,7,"Cx quinquefasciatus",2,2,0,59,0
"349","Fresno",40023,2012,8,"Cx quinquefasciatus",3,6,0,295,0
"350","Fresno",40023,2012,9,"Cx quinquefasciatus",1,1,0,50,0
